Project ID,private,Project Name,Facility Name,State,Street Address,City,ZIP Code,County or Parish,Longitude,Latitude,Project Description,Classification,Industry Sector,Project Type,Greenhouse Gases (CO2e),Particulate Matter (PM2.5),Nitrogen Oxides (NOx),Volatile Organic Compounds (VOC),Sulfur Dioxide (SO2),Carbon Monoxide (CO),Hazardous Air Pollutants (HAPs),Operating Status,Actual or Expected Completion Year,Operating Status Sources and Notes,Project Cost (million $),Number of Jobs Promised
2980,FALSE,Lone Star Frac I and II,Lone Star Mont Belvieu Fractionator[972],TX,10030 A FM 1942,Mont Belvieu,77580,Chambers,-94.896099,29.850984,"Modification of an existing natural gas liquid fractionation train, Frac I, and construction of an additional fractionation train, Frac II. Each train would be able to process up to 100,000 barrels of natural gas liquids per day (containing
between 38 to 54 percent ethane).",Expansion,Petrochemicals and Plastics,Natural Gas Liquids Fractionator,626882,30.32,51.66,68.38,87.76,174.36,,Operating,2013,Company press release: https://ir.energytransfer.com/news-releases/news-release-details/energy-transfer-partners-and-regency-energy-partners-announce-2/,,
2981,FALSE,ONEOK Mont Belvieu - Fractionation Trains 3 & 4,ONEOK Mont Belvieu NGL Fractionation Plant[973],TX,1802 N Loop 207,Mont Belvieu,77580,Chambers,-94.890113,29.860226,"Construction of two additional 75,000 bpd fractionation trains (Frac-3 and Frac-4) at the existing Mont Belvieu NGL Fractionation Plant.",Expansion,Petrochemicals and Plastics,Natural Gas Liquids Fractionator,466049,16.75,27.74,66.26,57.29,129.66,,Operating,2019,"TCEQ Emission Event initial report 326165 12/10-27/2019 for initial startup of Frac 3, available at: https://www2.tceq.texas.gov/oce/eer/

Expected completion in the 4th-quarter 2019 (9/25/2018 http://ir.oneok.com/news-and-events/press-releases/2018/09-25-2018-213012855)",750,
2982,FALSE,Mont Belvieu Polyethylene Unit Expansion,ExxonMobil Chemical Mont Belvieu Plastics Plant[974],TX,13330 Hatcherville Rd,Mont Belvieu,77580,Chambers,-94.916054,29.874817,"Construction of a new polyethylene production unit at ExxonMobil's Mont Belvieu Plastics Plant, which would increase the plant's annual polyethylene production capacity by approximately 1.75 million tons.",Expansion,Petrochemicals and Plastics,Plastic Resin Manufacturing,138216,4.19,25.3,69.67,4.19,56.01,,Operating,2017,"Company website, available at: https://news.exxonmobil.com/press-release/exxonmobil-begins-production-new-polyethylene-line-mont-belvieu-plastics-plant",,
2985,FALSE,Motiva Polyethylene Complex - New LLDPE and HDPE Units,Motiva Enterprises Polyethylene Manufacturing Complex[977],TX,2555 Savannah Ave,Port Arthur,77640,Jefferson,-93.953603,29.896836,"Construction of a new polyethylene manufacturing complex, which will produce both linear low density polyethylene (LLDPE) and high density polyethylene (HDPE).",Expansion,Petrochemicals and Plastics,Plastic Resin Manufacturing,1095294.94,58.21,275.19,1867.88,122.93,964.62,,Pre-construction,2024,"https://www.spglobal.com/platts/en/market-insights/latest-news/petrochemicals/092619-motiva-planning-new-polyethylene-aromatics-units-filing 

https://www.reuters.com/article/us-chemicals-motiva-portarthur/motiva-may-finish-port-arthur-tx-chemical-plant-purchase-by-end-october-sources-idUSKBN1WG4DZ",2720,
2990,FALSE,Nacero Penwell Facility - Initial Construction,Nacero Penwell Facility[982],TX,FM 866 (North 0.5 mi),Penwell,79766,Ector,-102.5778,31.76333,"The proposed Nacero Penwell Facility would use pipeline quality natural gas to manufacture methanol, which would be further transformed into higher molecular weight hydrocarbons and upgraded into gasoline products.",New,Petrochemicals and Plastics,Gas to Liquids Plant,5709961,240.27,534.32,602.21,78.49,1636.32,96.1629,Pre-construction,2026,"TCEQ Permit Application, Form P-1, Section V, available at: https://www.dropbox.com/home/Emission%20Increases/Texas/Nacero%20TX%201%20LLC%20-%20Nacero%20Penwell%20Facility

Project start of construction = 12/21/2022; start of operation = 1/5/2026. ""By making gasoline without the byproducts of crude oil refining, Naceroâ€™s Penwell facility will avoid the introduction into the atmosphere of 1 billion tons of CO2 during its first thirty years of operation."" https://www.hydrocarbonprocessing.com/news/2021/04/nacero-selects-topsoe-s-tigas-technology",,
2995,FALSE,Nederland LPG Terminal,Nederland LPG Terminal[987],TX,2300 N Twin City Hwy,Nederland,77627,Jefferson,-93.999326,29.989254,"The Nederland LPG Terminal (liquefied petroleum gas terminal) and the Nederland Terminal (crude/condensate terminal) were previously considered to be a single stationary source. As part of this project, emissions sources at the two terminals would be segregated and facilities at the Nederland LPG Terminal, which were previously authorized under separate permits, would be consolidated into a single permit. That includes five processing trains: Mariner South 1 (Train 1) was authorized in June 2013 and began operating in 2015; Mariner South 2 (Trains 2 and 3) was authorized in October 2017 and began operating in November 2020; Trains 4 and 5 were authorized in May 2019 and have yet to be constructed, according to EIP's review of public records.",Expansion,Oil,Crude Oil Terminal,,6.14,52.48,142.52,0.65,76.37,52.48,Partially operating,2015/2017/2020,Air Quality NSR Permit Initial Application for Permit No. 160710 (3/27/2020) and 156074 (3/21/2019). No compliance docs online and no indication that T 4/5 have been constructed.,,
2996,FALSE,Nederland Terminal Expansion,Nederland Terminal[988],TX,2300 N Twin City Hwy,Nederland,77627,Jefferson,-93.990839,30.008583,"Expansion of an existing crude oil terminal to accommodate an increase in oil exports, including construction of new dock facilities and increased crude oil loading.",Expansion,Oil,Crude Oil Terminal,98630.46,5.28,39.05,618.88,588.45,21.02,,Operating,2020,"Permit amendment application (56508 and PSDTX1444M1, submitted 2/21/2019):
https://www.dropbox.com/sh/dfu434fasxh5pmv/AACRUaUAq_2yu7x6_UBMixF5a?dl=0",,
3004,FALSE,REXtac Odessa - Propylene/Polypropylene Expansion,Odessa Petrochemical Plant[997],TX,2501 S Grandview Ave,Odessa,79766,Ector,-102.3292,31.8236,"Expansion of an existing plastics plant, including the addition of two polypropylene production lines and a new refinery-grade propylene purification unit (which would include two gas-fired boilers).",Expansion,Petrochemicals and Plastics,Propylene Dehydrogenation (PDH) Plant,2401820,11.11,48.8,288,2.1,121.8,,Canceled,2018,"Technical Review, Permit No. 16963, Project Number 280557 (issued 3/29/2019)

Company website, available at: 
https://www.rextac.com/about-us/news-and-events/
https://www.oaoa.com/local-news/rextac-introduces-multi-million-dollar-pilot-plant/
https://www.rextac.com/apao-pilot-plant/",290,
3005,FALSE,Equistar Corpus Christi - Olefins Plant Expansion,Equistar Chemicals Corpus Christi Complex[998],TX,1501 Mckinzie Rd,Corpus Christi,78410,Nueces,-97.591388,27.806666,An expansion project to increase annual ethylene production capacity by 810 million pounds.,Expansion,Petrochemicals and Plastics,Ethylene Cracker,2062725,92.3,2264.06,452.81,1263.76,1638.85,,Operating,2015,"Project completed and began operating in Q4 2015. Texas Comptroller, Equistar La Porte ISD no. 305, 2018 Biennial Progress Report 773A
https://comptroller.texas.gov/economy/local/ch313/agreement-docs-details.php?id=305",,
3007,FALSE,Oxychem Ingleside - Ethylene Plant,Oxychem Ingleside Plant[1000],TX,Hwy 361 (2 mi west of Hwy 1069),Gregory,78359,San Patricio,-97.245153,27.894913,Construction of a 1.2 billion lb/yr ethylene plant at an existing chemical manufacturing complex.,Expansion,Petrochemicals and Plastics,Ethylene Cracker,887882,53.77,242.27,266.97,18.98,496.16,,Operating,2017,"News article, available at: https://fuelfix.com/blog/2017/03/02/occidentals-massive-petrochemical-plant-comes-online-in-texas/",,
3013,FALSE,"GCGV Complex - Ethylene Plant, MEG Plant, LDPE Plant",Gulf Coast Growth Ventures (GCGV) Petrochemical Complex[891],TX,South of Hwy 181 and West of FM 2986,Gregory,78390,San Patricio,-97.309752,27.927344,"Construction of a new organic chemicals manufacturing complex, which includes: an ethylene plant, a monoethylene glycol plant, two linear low density polyethylene plants, and supporting logistical and utility infrastructure.",New,Petrochemicals and Plastics,Ethylene Cracker,2954185.5,165.81,535.13,928.32,38.52,1437.09,,Commissioning,2021,"Mechanical completion on the MEG unit and LDPE units was completed on 7/26/2021. Project startup is expected to begin ahead of schedule, likely in the fourth quarter of 2021. 
https://www.businesswire.com/news/home/20210726005057/en/ExxonMobil-SABIC-Reach-Mechanical-Completion-for-Gulf-Coast-Growth-Ventures-Derivatives

Start of Construction Notification (6/24/2019)

Company website:
https://corporate.exxonmobil.com/News/Newsroom/News-releases/2019/0613_ExxonMobil-and-SABIC-to-proceed-with-Gulf-Coast-Growth-Ventures-project

Engineering, Procurement and Construction contracts have been awarded (in 2018) to the Wood Group, McDermott & Turner Industries Group, Chiyoda & Kiewit and Mitsubishi Heavy Industries & Zachry Group (Boxscore, 10/11/2019).",10000,"400 full-time jobs; 6,000 construction jobs"
3014,FALSE,Shell Chemical Appalachia Petrochemicals Complex - Initial Construction,Shell Chemical Appalachia Petrochemicals Complex[1006],PA,300 Frankfort Rd,Monaca,15061,Beaver,-80.336211,40.667899,Construction of a new ethane cracker and three polyethylene units.,New,Petrochemicals and Plastics,Ethylene Cracker,2303645,164,329,517,23,984,32,Under construction,2022,"Emissions seen here are facility-wide post-mod PTE (incl. increase from Plan Approval PA-04-00740A) after issuance of Plan Approvals PA-04-00740B and PA-04-00740C. 88Taken from PA Bulletin (10/3/2020) page 59 of pdf. B and C permits quthorizes ""as built"" changes in design. 04-00740C authorizes numerous equipment additions and downsized/removed equipment (see PA Bulletin in S Drive, pg. 57-9). Decrease in MOx, CO, VOCs, increase 55,352 CO2e and all other criteria. 04-00740B authorizes period of temporary operation due to the installation of SF6 insulated high voltage equipment; PTE = 854, no criteria emissions increases. Permit was modified on 12/30/2016 to incorporated emission reduction credits secured by Shell; PTE unaffected.",,
3016,FALSE,PetroLogistics PDH Plant,PetroLogistics PDH Plant[1007],TX,FM 2917 (7 mi from State Hwy 35),Alvin,77511,Brazoria,-95.195144,29.276442,Construction of a new propane dehydrogenation (PDH) facility that would use propane feedstock to produce 500 kilotons per year of propylene.,New,Petrochemicals and Plastics,Propylene Dehydrogenation (PDH) Plant,,86.41,48.32,45.82,62.91,84.98,3.52,Pre-construction,2022,"Company website, available at: https://petrologistics.com/projects/500-kta-gulf-coast-pdh-project-using-dow-fcdh-technology/

Project start of construction/operation listed as ASAP in permit application. Deadline to commence construction 12/2022. 

FEED contract awarded to McDermott in 2019
https://www.prnewswire.com/news-releases/petrologistics-awards-mcdermott-with-feed-contract-for-500-kta-gulf-coast-pdh-project-300899595.html",,
3028,FALSE,Point Comfort EDC/VCM Reactor,Formosa Point Comfort Plant[1015],TX,201 Formosa Dr,Point Comfort,77978,Calhoun,-96.54722,28.68889,Construction of a new ethylene dichloride/vinyl chloride monomer (EDC/VCM) reactor at the existing Point Comfort Plant.,Expansion,Petrochemicals and Plastics,Plastic Resin Manufacturing,,,,,,,,Announced,2023,"Construction expected to begin in 2021. TX Comptroller, Chapter 313 School Value Limitation Agreement: 
https://comptroller.texas.gov/economy/local/ch313/agreement-docs-details.php?id=1537",,5
3029,FALSE,Point Comfort Low Density Polyethylene Plant,Formosa Point Comfort Plant[1015],TX,201 Formosa Dr,Point Comfort,77978,Calhoun,-96.54722,28.68889,"Construction of a new Low Density Polyethylene (LDPE) plant, capable of producing 625,500 tons per year of LDPE products.",Expansion,Petrochemicals and Plastics,Plastic Resin Manufacturing,67135,4.97,21.31,201.01,0.08,59.61,,Operating,2020,"Commenced operation on 11/9/2020 (GHGPSDTX47, voluntary update issued 4/19/2021); Initial Compliance Report (stack test notification, 12/10/2020)",,
3030,FALSE,Point Comfort Olefins 3 and PDH Plant,Formosa Point Comfort Plant[1015],TX,201 Formosa Dr,Point Comfort,77978,Calhoun,-96.54722,28.68889,"Construction of a third olefins plant and a new PDH unit, consisting of 14 cracking furnaces, 4 PDH reactors, 4 steam boilers, and other associated equipment. The new Olefins 3 plant and associated PDH unit will increase the production capacity of the plant by approximately 1.75 million short tons per year of ethylene.",Expansion,Petrochemicals and Plastics,"Ethylene Cracker, Propylene Dehydrogenation (PDH) Plant",3175294,74.26,384.91,656.75,110.9,1233.37,,Operating,2021,"Compliance Report (stack test notification, 2/4/2021)",,
3032,FALSE,Baystar Ethane Cracker,Bayport Polymers Port Arthur Side Ethane Cracker[1018],TX,7600 32nd Street,Port Arthur,77642,Jefferson,-93.887862,29.95801,"Construction of a new, 1 million ton per year steam ethane cracker, which would supply feedstock for the existing 400,000 ton per year Bayport polyethylene plant in Pasadena, about 80 miles to the west.",Expansion,Petrochemicals and Plastics,Ethylene Cracker,1232500.64,27.9,203.54,228.93,7.71,904.43,,Operating,2021,"According to the company's permit application, submitted on October 19, 2020 to update Permit No. GHGPSDTX114, construction began on August 15, 2019. 

Facility began operating in August 2021:
https://www.beaumontenterprise.com/business/article/Baystar-ethane-cracker-starts-up-in-Port-Arthur-16389090.php

https://www.spglobal.com/platts/en/market-insights/latest-news/petrochemicals/061121-new-baystar-cracker-in-texas-starting-up-sources

https://www.reutersevents.com/downstream/supply-chain-logistics/venture-total-omv-owned-borealis-start-texas-cracker-q1-2021-pe-line-q1-2022",1700,
3033,FALSE,Port Arthur LNG Base Project,Port Arthur LNG Export Terminal[1019],TX,State Hwy 87 (5.3 mi from State Hwy 82 S),Port Arthur,77642,Jefferson,-93.958604,29.786741,"The Port Arthur LNG Terminal would be constructed in two phases. The base project would consist of two liquefaction units, Trains 1 and 2, which would be capable of processing up to 13.5 million tons of LNG per year.",New,Liquefied Natural Gas,Liquefied Natural Gas Terminal or Liquefaction Plant,4659930,250.65,1212.48,131.14,35.77,1982.18,,Under construction,2025,"Jim Thompson, permit and compliance manager with Sempra LNG, testified that construction on the Base Project began in January of 2020 (and Hwy relocation began in November 2019). SOAH Docket No. 582-22-0201, Preliminary Hearing on November 16, 2021 (starting at 40:47)
https://www.youtube.com/watch?v=iz2s5rzhhSU&t=646s

EPC contract w/ Bechtel expires 7/15/2021 (see 10-K link in research notes). FID pushed back to 2022, but Cameron LNG Phase II expansion will take priority. Sempra is evaluating design changes, such as ""switching to electric drives and sourcing electricity from renewable power to lower the facilityâ€™s emissions profile... by 60-65%.""
https://www.naturalgasintel.com/sempra-scaling-back-cameron-lng-expansion-taking-breather-on-port-arthur-but-mexico-top-priority/

The long-term supply agreement with Aramco expired in June 29, 2021. ""The deal, as originally announced, called for Aramco to take a 25% stake in Port Arthur LNG and offtake 5 million mt/year of supply from the terminal.""
https://www.spglobal.com/platts/en/market-insights/latest-news/natural-gas/062921-sempra-saudi-aramco-unable-to-finalize-supply-agreement-tied-to-port-arthur-lng

20-year export agreement with PGNiG for 2 MTPA (beginning 2023) terminated on 7/27/2021. PGNiG also signed a memorandum with Sempra under which it could potentially receive the volumes originally contracted at Port Arthur from other Sempra facilities. The Polish company said it signed agreements to increase LNG purchases from U.S. company Venture Global LNG by 2 million tonnes a year to 5.5 million tonnes. 
https://www.reuters.com/business/energy/polish-pgnig-ends-lng-deal-over-us-texas-port-arthur-delays-2021-07-27/

A final investment decision was originally expected in 2020, but was delayed to 2021 amidst the pandemic. A 20-year sales agreement signed with Saudi Aramco in 2019 was put on hold once the delay was announced:
https://pgjonline.com/news/2020/05-may/sempra-energy-delays-port-arthur-lng-project-decision-to-2021#:%7E:text=(P%26GJ)%20%E2%80%94%20Sempra%20LNG%20has,caused%20by%20the%20coronavirus%20pandemic.&text=Sempra%20Energy%2C%20owner%20of%20Sempra,company's%20first%20quarter%20earnings%20call

Based on a review of FERC monthly status reports, it appears the most significant activities Port Arthur carried out at the site include completion of a feature of the construction staging area and installation of certain erosion control measures: Monthly Status Report No.20 under FERC Docket No. CP17-20 (4/7/2021)",9000,"100 operating, 5000 construction"
3034,FALSE,Port Arthur LNG Expansion Project,Port Arthur LNG Export Terminal[1019],TX,State Hwy 87 (5.3 mi from State Hwy 82 S),Port Arthur,77642,Jefferson,-93.958604,29.786741,"The Port Arthur LNG Expansion Project would double the terminal's liquefaction capacity, to 27 million tons of LNG per year, by adding two liquefaction trains (Trains 3 and 4).",Expansion,Liquefied Natural Gas,Liquefied Natural Gas Terminal or Liquefaction Plant,3081270,178.03,700.96,75.6,27.34,1308.96,,Pre-construction,2026,Emissions are the difference between base and expansion project. Total project PTE taken from TCEQ application (lower PTE in FERC doc.). Projected start of construction: 1/1/2021 (as stated in TCEQ application for permit no. GHGPSDTX198). application recieved 9/12/2019. Construction of the expansion project is expected to take 18 months (EA pg 170 TABLE 2.8-2),,
3035,FALSE,Port Arthur Refinery - HCU2/DHT Expansion Project,Motiva Port Arthur Refinery[1020],TX,2555 Savannah Ave,Port Arthur,77640,Jefferson,-93.958333,29.883333,"Expansion of the existing hydrocracker 2/diesel hydrotreater (HCU2/DHT) unit to produce more naphtha, fuel gas, and diesel. The expansion will enable the unit to process more feedstock (from 82,000 to 105,000 barrels per day).",Expansion,Oil,Refinery,377117,78.13,1128.59,190.21,323.88,498.97,,Operating,2016,"News article, available at: https://www.reuters.com/article/us-refinery-operations-motiva-portarthur-idUSKBN13X003",1687,
3036,FALSE,Port Arthur Refinery - Naphtha Growth and C9 Splitter Project,Motiva Port Arthur Refinery[1020],TX,2555 Savannah Ave,Port Arthur,77640,Jefferson,-93.958333,29.883333,"Modifications that will allow the refinery to process more light and heavy crude oil, and refine additional reformate into higher value benzene and para-xylene through the addition of a new Aromatic Unit and associated infrastructure. Projects will add equipment to process 150,000 bpd of heavy naphtha into reformer feed (heptane and octane) and C9+ hydrocarbons.",Expansion,Oil,Refinery,4191941,169.69,668.84,468.4,1267.05,2385.2,,Pre-construction,2022,"Texas Comptroller, Motiva Aromatics Project no. 1316 (application submitted 11/14/2018) -- removed from Comptroller website. Application submitted 11/14/2018 for Aromatics project states ""construction is currently proposed to commence in the second quarter of 2020 with completion estimated in the fourth quarter of 2022."" 

Contested case hearing on Proposed Amendment to State Air Quality Permit Nos. 6056 and 8404 and modification to PSDTX1062M3 held on February 3, 2020.

News sources indicate the project is cancelled, but a permit extension was later issued
https://www.spglobal.com/platts/en/market-insights/latest-news/petrochemicals/071921-motiva-puts-texas-petrochemical-projects-on-hold-documents

https://www.bloomberg.com/news/articles/2021-07-19/motiva-may-revive-texas-plastics-project-amid-chemical-boom",,
3038,FALSE,Praxair Clear Lake H2/CO Plant,Praxair Clear Lake Plant[1022],TX,NW corner of Celanese Industrial Complex (N end of Bayport Blvd),Pasadena,77507,Harris,-95.066606,29.625159,Construction of a new hydrogen-carbon monoxide plant within the Celanese Complex. The plant will produce 83 million square feet per day of hydrogen to Praxair's hydrogen pipeline and provide steam and 35 million square feet per day of carbon monoxide to Celanese.,Expansion,Petrochemicals and Plastics,"Other Inorganic Gases, Hydrogen Plant",1148305,5.88,24.13,9.98,0.62,707.01,,Operating,2020,"Company website, available at: https://www.linde.com/news-media/press-releases/2020/linde-starts-up-plants-to-supply-celanese-and-other-customers-in-the-u-s-gulf-coast",,
3040,FALSE,Ramsey Gas Plant,Ramsey Gas Plant[1026],TX,231 CR 452,Orla,79770,Reeves,-104.022203,31.922873,"Construction of three addition cryogenic processing trains and two amine plants at the existing Ramsey Gas Plant. Amine Plant I would be constructed to support Ramsey Train IV, and Amine Plant II would be constructed to support Ramsey Trains V and VI.",Expansion,Petrochemicals and Plastics,Natural Gas Liquids Fractionator,568067,22.89,260.05,284.02,107.96,294.25,39.98,Operating,2017,"According to compliance documents, commissioning began in October 2016 and construction of the final cryogenic processing train, Ramsey Train IV, was completed on November 14, 2017.",,
3044,FALSE,Redhook Compressor - Initial Construction,Redhook Compressor Station[1029],PA,163 Braden Run Rd,Waynesburg,15370,Greene,-80.129538,39.916543,Construction of a new compressor station to support the Mountain Valley Pipeline and Equitrans Expansion Project.,New,Natural Gas,Compressor Station,168000,19,93.1,31,3.3,77,15,Operating,2019,"Notification of In-Service Date of Equitrans, LP under CP16-13 (8/8/2019)",,
3048,FALSE,Revolution Cryogenic Plant.10157-01,Revolution Cryogenic Plant[1033],PA,279 Point Pleasant Rd,Bulger,15019,Washington,-80.349167,40.41194,Construction of a new 200 MMscfd gas processing plant.,New,Natural Gas,Gas Processing Plant,82112,8,30,15,0,34,2,Operating,2020,"Need to update emissions for GP1-63-01001A (http://www.pacodeandbulletin.gov/Display/pabull?file=/secure/pabulletin/data/vol48/48-34/1320c.html&search=1&searchunitkeywords=REVOLUTION,CRYO) and (http://www.pacodeandbulletin.gov/Display/pabull?file=/secure/pabulletin/data/vol48/48-34/1320c.html&search=1&searchunitkeywords=63,01001A)",,
3052,FALSE,Rio Bravo Booster 2 - Initial Construction,Rio Bravo Booster Station 2[1037],TX,Hwy 77 (2.5 mi S from La Parra Ave),Sarita,78385,Kleberg,-97.80692,27.186805,Construction of a new booster station to support the proposed Rio Bravo Pipeline and Rio Grande LNG export terminal.,New,Natural Gas,Compressor Station,140194,1.92,32.27,18.58,3.42,34.86,1.33,Pre-construction,2025,"CO2e/HAPs values are from permit application (pg. 134 of project file folder). Other criteria pollutants are from final permit pg 2. Compressor Station will be built over a 7 year period (Q2 Year 1 - Q3 Year 4 = full buildout at partial capacity; Q1 Year 3 - Q 4 Year 5 = Add 30,000 hp capacity; Q3 Year 3 to Q2 Year 6 = Add 30,000 hp capacity; Q2 Year 4 to Q1 Year 7 = Add 30,000 hp capacity; Q3 Year 4 to Q3 Year 7 = Add 30,000 hp capacity)",,
3053,FALSE,Rio Bravo Compressor 1 - Initial Construction,Rio Bravo Compressor Station 1[1038],TX,County Rd 433 (3.4 mi left from US 281),Premont,78375,Kleberg,-98.039412,27.459947,Construction of a new compressor station to support the proposed Rio Bravo Pipeline and Rio Grande LNG export terminal.,New,Natural Gas,Compressor Station,761403,28.08,191.26,23.71,20.52,194.38,6.8,Pre-construction,2025,"Compressor Station will be built over a 7 year period (Q2 Year 1 - Q3 Year 4 = full buildout at partial capacity; Q1 Year 3 - Q 4 Year 5 = Add 30,000 hp capacity; Q3 Year 3 to Q2 Year 6 = Add 30,000 hp capacity; Q2 Year 4 to Q1 Year 7 = Add 30,000 hp capacity; Q3 Year 4 to Q3 Year 7 = Add 30,000 hp capacity).",,
3054,FALSE,Rio Grande LNG Terminal - Initial Construction,Rio Grande LNG Terminal[1039],TX,State Hwy 48 (1.2 mi E of Hwy 4),Brownsville,78521,Cameron,-97.254722,26.026111,"Construction of a new  liquefied natural gas export terminal along the Brownsville Ship Channel. The facility would consist of five liquefaction trains capable of
producing approximately 27 million tons of LNG every year. The terminal would receive natural gas from a new, 137.3-mile-long pipeline system developed by Enbridge Inc.",New,Liquefied Natural Gas,Liquefied Natural Gas Terminal or Liquefaction Plant,6425399.94,257.42,1112.3,481.81,19.51,1723.74,,Pre-construction,2024,"Application for Permit Amendment (11/13/2020) states anticipated operating date as 2024. Initially project was expected to be completed by 2023 (FID expected in 2020, but delayed to 2021).
https://www.houstonchronicle.com/business/energy/article/NextDecade-pushes-back-financial-decision-on-Rio-15277618.php

â€¢ Sierra Club and Save RGV from LNG filed a renewed petition for review of the projectâ€™s Clean Water Act section 404 permit, SWG-2015-00114, in the United States Court of Appeals for the Fifth Circuit on November 18, 2021.  
â€¢ FID delayed to second half of 2022â€”second delay since 2020. According to the article, published January 4, 2022, NextDecade â€œdid not give a reason.â€",960,
3055,FALSE,Riverside Compressor Station.10275-01,Riverside Compressor Station[1040],ND,44 St NW,Keene,58847,McKenzie,-102.827073,48.054184,Construction of a new compressor station.,New,Natural Gas,Compressor Station,57041.7,7.4,90.9,56.9,0.2,92.4,12,Under construction,2021,"Criteria emissions taken from final permit, page 12, Table 2 (total w/ fugitives). GHGs from permit application, page 32. Construction expected to begin upon permit issuance (July 2020).",,
3057,FALSE,Epic Robstown Fractionator - Initial Construction,Epic Y-Grade Logistics - Robstown Fractionator[1042],TX,FM 24 (0.6 mi from CR 44),Robstown,78380,Nueces,-97.595213,27.815592,"Construction of a new fractionation plant, which would consist of two parallel 110,000 barrel per day processing trains that separate mixed natural gas liquids (also known as ""Y-grade"") into five distinct products: ethane, propane, isobutane, normal butane, and C5+ hydrocarbons.",New,Petrochemicals and Plastics,Natural Gas Liquids Fractionator,,13.48,36.98,97.78,0.49,90.4,,Partially operating,2020/2021,"The first 110,000 barrel per day fractionator was placed into service on August 5, 2020: http://epicmid.com/epic-y-grade-announces-completion-of-first-greenfield-fractionator-closing-of-strategic-transaction-and-expansion-of-asset-base-to-sweeny-texas/

https://www.ogj.com/refining-processing/article/14073631/epic-to-add-second-new-fractionator-near-corpus-christi

Oil & Gas Journal, May 2021 Worldwide Construction Update: ""A timeframe for start-up of the second fractionator was not disclosed, but the project is due for mechanical completion in third-quarter 2021, Epic said in a December 2020 presentation.""",,
3058,FALSE,Permico Robstown - Fractionation Trains 1 & 2,Permico Robstown Fractionator[1043],TX,County Rd 34 (Left turn off CR 67),Robstown,78380,Nueces,-97.6248,27.7588,"Construction of a new natural gas fractionation facility consisting of two 150,000 barrel per day fractionation trains (Trains 1 and 2).",New,Petrochemicals and Plastics,Natural Gas Liquids Fractionator,,38.98,141.73,27.73,133.56,159.96,,Pre-construction,2022,"Extension to Commence construction (issued 6/25/2020)

Permico is in the process of bankruptcy, but has managed to reach agreements with potential customers (9/25/2020):
https://www.newsbreak.com/news/2069699220804/permico-finds-customers-for-pipeline-terminal-system-despite-contentious-bankruptcy

Commencement of construction was initially planned for 3/2019, with commercial operations expected in 2020 (Chapter 313 Comptroller Application No. 1303):
https://comptroller.texas.gov/economy/local/ch313/agreement-docs-details.php?id=1303",10,20 temporary; 0 permanent
3061,FALSE,RoughRider Compressor Station - Initial Construction,RoughRider Compressor Station[1046],ND,54th St NW,Tioga,58852,Williams,-102.878902,48.198744,Construction of a new 100 MMSCFD natural gas compressor station.,New,Natural Gas,Compressor Station,96586,7.1,95.3,95.94,0.44,91.54,16.36,On hold,Unknown,Review on hold (1/4/2021),,
3065,FALSE,Sanderson Gas Plant.10277-01,Sanderson Gas Plant[1050],ND,US-2,Williston,58801,Williams,-104.041311,48.127456,"Construction of a new 250 million cubic feet per day (MMcf/d) gas processing plant. The Sanderson Gas Plant would be connected to a new 80-mile gathering system capable of transporting more than 450 MMcf/d of natural gas from southeastern Williams County. The new facility would be connected to two pipeline systems in the northwest corner of the Bakken, including the Northern Border Pipeline and the Oneok NGL Pipeline.",New,Natural Gas,Gas Processing Plant,137328,0.69,91.71,41.3,0.52,90.46,9.48,Operating,2021,"Construction began in May 2020 and took 8 months to complete. The project is anchored by a long-term gas gathering and processing agreement with XTO Energy Inc., a wholly owned subsidiary of ExxonMobil (OGJ Online, Jan. 7, 2020).",,
3070,FALSE,Seahawk Terminal Expansion,Seahawk Crude Condensate Terminal[1056],TX,1975 FM1593,Point Comfort,77978,Calhoun,-96.55139,28.6825,"Expansion of the existing Seahawk Terminal, which receives, stores, and transfers isobutane and crude oil and/or crude oil condensates. This project includes the addition of eight new storage tanks, seven marine loading docks and associated vapor combustion units, three firewater pumps, and piping fugitives.",Expansion,Oil,Crude Oil Terminal,103085,5.98,84.44,86.35,21.53,84.72,,Pre-construction,2023,"News article, available at: https://pgjonline.com/news/2020/09-september/max-midstream-acquires-seahawk-pipeline-and-terminal-with-plans-to-expand

Company website: https://maxmidstream.com/operations/",,
